Agg Node,State,Hours,Bandwidth (Mbps),98th-%ile Payload (Mbps),*Spurious Capacity Provided,Total BW Limited Hours,BW Limited Days,Total Statistical Clipping Hours,Statistical Clipping Days,Likely Also RAN Limited,Congestion Model Fit,Model Congestion of Interest,Rank,Node ,Unknown
LEKF0T1,NSW,564,10000,225.81,,0,0,16,6,No,Poor,Low,6682,LEKFCM2,-0.006281928
ARPD0X1,VIC,553,123,103.06,,0,0,26,6,No,Good,Low,6683,ARPDEM4,-0.006282047
LGRB,NT,530,,11.56,,0,0,13,4,No,Poor,Low,6684,LGRBFU0,-0.006285198
WDJH0X1,NSW,538,39,36.07,,4,1,22,6,No,Moderate,Low,6685,WDJHFM1,-0.006288114
IBCGBL1,NSW,555,1000,14.85,,0,0,14,3,No,Good,Low,6686,IBCGEB1,-0.006297626
LIRG0X1,NSW,574,257,222.99,,1,0,28,8,No,Good,Low,6687,LIRGAM1,-0.006298475
BWUK0T1,VIC,564,9990,237.89,,0,0,20,4,No,Good,Low,6688,BWUKCM1,-0.006302069
WYMD0X1,WA,531,257,74.31,,0,0,36,10,Yes,Good,Low,6689,WYMDFM0,-0.006309162
MJZQ0T1,QLD,566,9990,490.8,,0,0,30,8,No,Good,Low,6690,KERMCM1,-0.006310051
VLPH0X1,NSW,554,257,162.42,,0,0,17,5,Yes,Good,Low,6691,VLPHEM1,-0.006312605
KTSHBL1,NSW,549,200,11.34,,0,0,18,4,No,Good,Low,6692,KTSHEB1,-0.006316602
CTND0X1,NSW,534,1000,147.97,,0,0,18,6,No,Good,Low,6693,CTNDEM1,-0.006328274
SSEBBL1,NSW,538,200,24.63,,0,0,14,3,No,Good,Low,6694,SSEBEB1,-0.006330353
MGGQ0X1,NSW,553,123,114.82,,1,0,43,15,No,Poor,Low,6695,MGGQFM1,-0.006335055
BXHZ0X1,VIC,537,1000,54.83,,0,0,23,7,No,Good,Low,6696,BXHZEBA,-0.006346544
ECEW0T1,VIC,564,10000,436.41,,0,0,24,8,No,Good,Low,6697,ECEWCM1,-0.006347545
DDOD0X1,NSW,548,123,83.86,,0,0,32,8,No,Moderate,Low,6698,DDODFM0,-0.006349321
KMAT0T1,NSW,564,9990,215.76,,0,0,21,6,No,Good,Low,6699,KMATXM1,-0.00635083
NV2F0T2,NSW,564,9990,276.04,,0,0,32,10,No,Good,Low,6700,MCJMCM1,-0.006354092
WIKYBX1,QLD,552,1000,148.96,,0,0,18,5,No,Good,Low,6701,WIKYAM1,-0.00635606
PAIR0T1,SA,565,9990,276.17,,0,0,21,5,No,Good,Low,6702,PAIRCM1,-0.006361699
CZ2G0T1,VIC,564,9990,664.4,,0,0,32,6,Yes,Good,Low,6703,HEZDCM1,-0.006373602
HUND0T1,WA,568,9990,373.1,,0,0,33,11,Yes,Good,Low,6704,HUNDCM1,-0.006374871
NDOC0T1,NSW,571,123,59.57,,0,0,19,5,No,Moderate,Low,6705,NDOCFM0,-0.006376964
BV8N0T1,VIC,576,9997,243.84,,0,0,16,4,No,Good,Low,6706,JUCMCM1,-0.006383148
ANYGBL1,VIC,554,1000,56.89,,0,0,31,7,Yes,Good,Low,6707,ANYGEM1,-0.006386694
VBDL0L1,SA,551,123,34.69,,0,0,20,6,No,Moderate,Low,6708,VBDLAU0,-0.006390291
SCRXBX1,NSW,550,1000,15.59,,0,0,13,3,No,Good,Low,6709,SCRXEBA,-0.006392906
PDBD0T1,WA,567,9990,486.18,,0,0,29,8,No,Good,Low,6710,PDBDXM1,-0.00639466
ALMS0T1,QLD,566,123,63.29,,0,0,27,10,Yes,Moderate,Low,6711,ALMSFM1,-0.006401584
BVZG0X1,VIC,551,127,122.28,,23,7,42,16,No,Good,Low,6712,BVZGEM1,-0.006405776
NAGD0T1,WA,599,10000,140.68,,0,0,19,4,Yes,Good,Low,6713,NAGDFM1,-0.006420296
BVAG0X1,VIC,551,1000,118.36,,0,0,28,8,No,Good,Low,6714,BVAGEM1,-0.006422759
KEPI0T1,NSW,564,10000,321.94,,0,0,16,3,No,Good,Low,6715,KEPICM1,-0.006434863
FLUQ0T1,QLD,566,10000,110.81,,0,0,15,4,No,Good,Low,6716,FLUQCM1,-0.006440781
ISCR0X1,QLD,530,39,34.21,,3,0,18,5,No,Moderate,Low,6717,ISCRFM0,-0.006442173
WSMA0X1,QLD,528,123,54.6,,0,0,21,5,No,Good,Low,6718,WSMAFM0,-0.006445495
MYXR0X1,VIC,538,123,55.49,,0,0,18,5,No,Good,Low,6719,MYXRFM0,-0.006447233
CYCA0T1,QLD,566,9990,186.01,,0,0,21,6,No,Good,Low,6720,CYCACM2,-0.006449801
KVAC0X1,VIC,552,81,60.56,,0,0,22,7,No,Poor,Low,6721,KVACFM1,-0.006451524
RAQI0T1,NSW,529,165,33.96,,0,0,15,4,No,Good,Low,6722,RAQIFU0,-0.006454092
PLNQ0T1,NSW,564,10000,290.54,,0,0,18,5,No,Good,Low,6723,PLNQCM1,-0.006457931
CK4T0T1,QLD,566,10000,199.5,,0,0,17,5,No,Good,Low,6724,BQEACM1,-0.006460944
LOPY0T1,NSW,564,10000,160.56,,0,0,24,5,No,Good,Low,6725,LOPYCM1,-0.006462561
COOS0T1,QLD,566,10000,269.69,,0,0,21,7,No,Good,Low,6726,COOSCM1,-0.006468542
PKWW0T1,QLD,566,9990,237.9,,0,0,24,7,No,Good,Low,6727,PKWWCM1,-0.006468649
SEMY0T1,NSW,564,9990,161.93,,0,0,24,7,No,Moderate,Low,6728,SEMYCM1,-0.006471416
EODD0T1,VIC,564,9990,198.13,,0,0,19,5,No,Good,Low,6729,EODDCM1,-0.006471568
URVL0X1,NSW,537,39,38.29,,25,8,31,10,No,Moderate,Low,6730,URVLFM1,-0.006479612
DG3Q0T1,VIC,564,9990,747.74,,0,0,34,7,No,Good,Low,6731,DGIDCM1,-0.006483935
MFBD0T1,VIC,564,9990,260.2,,0,0,22,7,No,Good,Low,6732,MFBDCM1,-0.006488643
SOYN0T1,NSW,564,10000,259.76,,0,0,19,5,No,Good,Low,6733,SOYNCM1,-0.006493484
KTNO0T1,NSW,564,10000,102.53,,0,0,33,8,No,Good,Low,6734,KTNOEM1,-0.006496501
NV2R0T1,NSW,564,9990,242.46,,0,0,19,5,No,Good,Low,6735,EAVRCM1,-0.00649785
NWHG0T1,NSW,562,10000,157.07,,0,0,15,3,No,Good,Low,6736,NWHGCM1,-0.006497861
HUQY0T1,VIC,564,10000,150.42,,0,0,21,8,No,Good,Low,6737,HUFYFU0,-0.006499838
AVAT0X1,NSW,546,990,148.26,,0,0,33,7,No,Good,Low,6738,AVAPFU0,-0.006500815
BRYG0T1,NSW,557,9990,277.28,,0,0,24,6,No,Good,Low,6739,BRYGCM1,-0.006516931
TEYD0X1,SA,531,39,7.11,,0,0,11,2,No,Poor,Low,6740,TEYDEU0,-0.006522553
MLRR0T1,WA,567,10000,322.99,,0,0,15,5,No,Good,Low,6741,MLRRCM1,-0.006525743
TMEO0T1,NSW,564,9997,155.55,,0,0,19,4,No,Good,Low,6742,TMEOXM2,-0.006543478
AOTS0X1,SA,530,1000,73.69,,0,0,14,4,No,Good,Low,6743,AOTSABA,-0.006546054
NGVC0X1,VIC,554,1000,32.81,,0,0,18,6,No,Good,Low,6744,NGVCEBA,-0.006548666
MDJIFX1,NSW,602,1000,274.58,,0,0,29,8,Yes,Good,Low,6745,MDJIAM1,-0.006550255
TUEH0T1,NSW,564,9990,171.69,,0,0,17,4,No,Good,Low,6746,TUEHCM2,-0.006559932
HUFC0X1,NSW,555,1000,46.44,,0,0,18,4,No,Good,Low,6747,HUFCAM1,-0.006561507
BHSC0T1,NSW,564,10000,279.59,,0,0,26,7,Yes,Good,Low,6748,BHSCCM1,-0.006566956
CATG0T1,NSW,564,81,75.48,,7,2,29,9,No,Moderate,Low,6749,CATGFM1,-0.006572166
BVQE0X1,WA,530,39,22.02,,0,0,12,4,No,Good,Low,6750,BVQEFM1,-0.006581839
CRRH0T1,NSW,564,10000,155.35,,0,0,21,4,No,Good,Low,6751,CRRHCM1,-0.006585615
NIWE0T1,VIC,564,10000,278.64,,0,0,21,5,No,Good,Low,6752,NIWECM1,-0.006589517
MTLI0X1,NSW,555,123,119.09,,26,9,60,18,Yes,Good,Low,6753,MTLIFM1,-0.006589771
GWKS0T1,NSW,564,10000,352.86,,0,0,16,3,No,Good,Low,6754,GWKSCM1,-0.006596378
FMEM0X1,WA,530,81,47.24,,0,0,13,4,No,Good,Low,6755,FMEMFM1,-0.006606529
DIDD0T1,VIC,564,10000,180.78,,0,0,13,3,No,Good,Low,6756,DIDDCM1,-0.006606902
SDQO0X1,WA,531,39,38.83,,23,5,23,5,No,Moderate,Low,6757,SDQOFM1,-0.006612157
EZ3E0T2,NSW,564,9990,310.6,,0,0,17,4,No,Moderate,Low,6758,SMUZXM1,-0.006613619
SWUL0X1,VIC,541,39,39.05,,157,20,155,20,No,Good,Low,6759,SWULFM0,-0.006614912
DFJX0X1,QLD,547,81,14.32,,0,0,15,4,No,Poor,Low,6760,DFJXFU0,-0.006622426
WWAW0X1,NSW,551,990,47.75,,0,0,16,3,No,Moderate,Low,6761,WWAWEM1,-0.00663148
WJ2D0T2,SA,577,10000,703.55,,0,0,20,7,No,Good,Low,6762,AOVLCM1,-0.006649625
XPPOBX1,SA,532,1000,217.27,,0,0,55,12,No,Good,Low,6763,XPPOEM1,-0.006657591
GHOR0T1,QLD,566,10000,416.99,,0,0,25,7,Yes,Good,Low,6764,GHORCM1,-0.006658247
CFKJ0T1,NSW,564,9997,301.98,,0,0,18,5,No,Good,Low,6765,CFKJCM1,-0.006659072
TIBW0X1,QLD,551,127,44.49,,0,0,21,7,No,Moderate,Low,6766,TIBWFM0,-0.00666699
GLPD0T1,WA,574,10000,244.75,,0,0,48,11,No,Good,Low,6767,GLPDXM1,-0.00666909
ETTU0X1,QLD,549,39,8.85,,0,0,14,4,No,Moderate,Low,6768,ETTUEU0,-0.006669124
WSDD0X1,WA,526,123,63.19,,0,0,14,1,No,Good,Low,6769,WSDDFM0,-0.006669265
GYAC0X1,QLD,527,123,122.43,,85,22,85,22,No,Moderate,Low,6770,GYACEM1,-0.006670515
JJPD0X1,VIC,553,123,46.38,,0,0,27,8,No,Good,Low,6771,JJPDFM1,-0.00667398
BKGD0X1,VIC,551,1000,47.29,,0,0,22,5,No,Good,Low,6772,BKGDEM1,-0.00667528
NQ1L0T2,QLD,566,9990,104.62,,0,0,15,4,No,Good,Low,6773,VRGNCM1,-0.006682722
ISAC0T1,ACT,564,10000,235.77,,0,0,20,5,No,Moderate,Low,6774,ISACCM1,-0.00668625
WMSM0X1,NSW,534,165,91.23,,0,0,23,7,No,Moderate,Low,6775,WMSMFM1,-0.006693816
SBHV0T1,WA,567,10000,190.11,,0,0,26,8,No,Good,Low,6776,SBHVVM1,-0.00670554
MOKP0X1,QLD,551,257,164.83,,0,0,81,18,No,Good,Low,6777,MOKPEM1,-0.006710785
KITK0X1,NSW,549,990,80.94,,0,0,16,5,No,Good,Low,6778,KITKEM1,-0.006719912
MWGJ0T1,NSW,564,39,11.91,,0,0,14,4,No,Poor,Low,6779,MWGJFU0,-0.006721965
MODT0T1,NSW,564,9997,180.45,,0,0,20,5,No,Good,Low,6780,MODTCM1,-0.006724972
BWXL0T1,VIC,564,10000,127.88,,0,0,25,6,No,Good,Low,6781,BWXLCM1,-0.006734484
MKXE0X1,NSW,532,81,55.31,,0,0,13,4,No,Moderate,Low,6782,MKXEFU0,-0.006737048
PBXU,SA,550,,2.37,,0,0,15,3,No,Poor,Low,6783,PBXUFU0,-0.006740414
CQ5N0T2,NSW,564,9990,472.62,,0,0,29,7,No,Good,Low,6784,SPYOCM1,-0.006741874
SBBD0T1,VIC,564,9990,153.34,,0,0,18,8,No,Good,Low,6785,SBBDCM1,-0.006750199
GLUDBX1,WA,531,1000,103.3,,0,0,23,7,No,Good,Low,6786,GLUDEM1,-0.006762426
NRIP0T1,NSW,564,10000,493.34,,0,0,24,5,Yes,Moderate,Low,6787,NRIPCM1,-0.006765204
UPOY0T1,QLD,566,165,129.01,,0,0,23,6,No,Good,Low,6788,UPOYEM1,-0.006769453
BTED0T1,VIC,564,10000,339.06,,0,0,23,7,No,Good,Low,6789,BTEDCM1,-0.006775405
KNAD0X1,VIC,554,123,85.94,,0,0,29,9,Yes,Good,Low,6790,KNADFM1,-0.006776958
TAJD0X1,VIC,560,123,92.66,,0,0,30,8,Yes,Good,Low,6791,TAJDFM1,-0.006779043
EWXC0X1,VIC,555,1000,32.56,,0,0,20,6,No,Good,Low,6792,BNMCFU0,-0.006785386
AIJA0X1,NT,552,39,39.05,,216,25,215,25,No,Good,Low,6793,AIJAFM0,-0.00678747
KLID0T2,WA,142,10000,131.17,,0,0,14,3,Yes,Moderate,Low,6794,KLIDFM1,-0.006793289
LIOS0X1,QLD,548,1000,77.79,,0,0,27,8,No,Good,Low,6795,LIOSFM1,-0.006797852
MKJJ0X1,QLD,529,39,31.95,,0,0,30,8,No,Good,Low,6796,MKJJFM0,-0.00679879
CYED0T1,VIC,564,10000,263.64,,0,0,13,2,No,Poor,Low,6797,CYEDCM1,-0.006801635
EADNBL1,NSW,550,200,27.19,,0,0,15,3,No,Good,Low,6798,EADNEB1,-0.006803044
PMLU0X1,NSW,556,990,25.65,,0,0,19,5,No,Good,Low,6799,PMLUFM2,-0.006804333
YAZJ,WA,575,,15.98,,0,0,19,5,No,Good,Low,6800,YAZJFU0,-0.006805075
ONVD0T1,NSW,564,10000,156.37,,0,0,18,3,No,Moderate,Low,6801,ONVDCM1,-0.006816315
WX3N0T2,NSW,564,9997,422.91,,0,0,17,5,No,Good,Low,6802,NWGACM2,-0.006824989
CHRV0T1,QLD,566,497,335.19,,0,0,22,6,No,Good,Low,6803,CHRVVM1,-0.006828806
KUXX0T1,WA,562,10000,93.97,,0,0,15,3,No,Poor,Low,6804,KUXXFM0,-0.006831569
SKTR0T1,NSW,564,10000,210.84,,0,0,30,9,No,Moderate,Low,6805,SKTREM1,-0.006842468
XMGH,SA,539,,9.11,,0,0,15,3,No,Poor,Low,6806,XMGHFU0,-0.006847523
MYQR0T1,NSW,564,10000,301.29,,0,0,32,7,No,Good,Low,6807,MYQRCM1,-0.006865206
TIWN,NSW,530,,2.12,,0,0,15,3,No,Poor,Low,6808,TIWNFU0,-0.00687104
ABUP0T1,SA,565,10000,160.64,,0,0,24,7,No,Good,Low,6809,ABUPCM1,-0.006871762
CK3P0T2,QLD,566,10000,101.96,,0,0,15,4,No,Moderate,Low,6810,MVAECM1,-0.00687203
EZ1A0T2,NSW,564,9990,887.99,,0,0,24,4,Yes,Poor,Low,6811,CICDVM1,-0.006883834
CEGK0T1,NSW,564,9990,188.1,,0,0,20,6,No,Good,Low,6812,CEGKCM1,-0.006890083
FOKN0T1,QLD,566,9997,305.73,,0,0,26,8,No,Good,Low,6813,FOKNCM1,-0.006890571
SSWD0T1,VIC,564,9990,204.2,,0,0,21,6,No,Good,Low,6814,SSWDCM1,-0.006904968
ILKV0T1,NSW,564,497,251.83,,0,0,20,5,No,Moderate,Low,6815,ILKVCM1,-0.006906718
VVLY0X1,VIC,540,39,22.15,,0,0,12,2,No,Poor,Low,6816,VVLYFM0,-0.006909994
SVZD0T1,VIC,564,9990,166.06,,0,0,22,4,No,Good,Low,6817,SVZDCM1,-0.006911632
PSUM0T1,WA,567,81,37.7,,0,0,22,7,No,Good,Low,6818,PSUMFM1,-0.006914468
EMTM0X1,QLD,529,257,191.49,,0,0,28,9,No,Moderate,Low,6819,EMTMEM1,-0.006940818
EXCK0X1,QLD,529,257,14.52,,0,0,14,3,No,Good,Low,6820,EXCKFM0,-0.006941422
CIKU0T1,QLD,566,9990,242.09,,0,0,15,2,No,Moderate,Low,6821,CIKUCM1,-0.006957608
BYLX0X1,NSW,553,81,12.93,,0,0,18,5,No,Poor,Low,6822,BYVYFU0,-0.006960058
KGNH0T1,WA,567,9997,110.4,,0,0,27,6,No,Good,Low,6823,KGNHXM1,-0.006962792
DVMN0X1,NSW,535,39,12.73,,0,0,13,3,No,Poor,Low,6824,DVMNFU0,-0.006966259
HTTD0X1,VIC,558,81,36.38,,0,0,14,3,No,Good,Low,6825,HTTDFM1,-0.006969766
CULV0T1,QLD,566,165,156.2,,10,4,47,10,No,Good,Low,6826,CULVEM1,-0.006970128
BTBD0T1,VIC,564,10000,246.03,,0,0,26,6,No,Good,Low,6827,BE6JXU1,-0.006970671
SX1Q0T2,TAS,564,9990,1060.83,,0,0,26,8,No,Good,Low,6828,ABLHCM1,-0.00697845
MLBD0T1,VIC,564,9990,287.46,,0,0,37,8,No,Good,Low,6829,MLBDCM1,-0.006986218
KADE0X1,NT,530,387,146.83,,0,0,18,5,No,Good,Low,6830,KADEAM1,-0.006989064
WMUR0X1,QLD,529,165,165.18,,190,24,188,24,Yes,Good,Low,6831,WMUREM1,-0.00699782
RGPM0T1,QLD,566,9990,397.85,,0,0,29,9,No,Good,Low,6832,RGPMCM1,-0.006998598
TPEJ0X1,VIC,556,39,1.59,,0,0,13,4,No,Poor,Low,6833,TPEJAU0,-0.007005416
INULBL1,QLD,527,200,24.7,,0,0,13,5,No,Good,Low,6834,INULENA,-0.007005547
MXJJ0T1,QLD,577,9990,1247.65,,0,0,39,11,Yes,Good,Low,6835,BHUKAM1,-0.007009331
BBRD0T1,VIC,564,9990,148.57,,0,0,13,3,No,Good,Low,6836,BBRDCM1,-0.007012505
MAQM0T1,NSW,588,123,63.06,,0,0,19,4,No,Good,Low,6837,MAQMFM0,-0.007021982
MUWM0X1,QLD,528,1000,155.07,,0,0,20,5,No,Good,Low,6838,MUWMEM1,-0.007025161
NOXF0X1,NSW,535,81,26.12,,0,0,17,5,No,Good,Low,6839,NOXFFM0,-0.007028203
LMNY0X1,NSW,537,39,38.69,,37,11,39,11,No,Moderate,Low,6840,LMNYFM1,-0.00703322
MSLN0T1,SA,572,9990,363.77,,0,0,19,7,No,Good,Low,6841,MSLNCM1,-0.007038304
DLAK0X1,QLD,526,39,18.65,,1,0,12,3,No,Good,Low,6842,DLAKFU0,-0.007052173
LPFF0X1,TAS,550,39,33.23,,0,0,22,5,No,Good,Low,6843,LPFFFM0,-0.00705843
GSBZ0X1,VIC,550,1000,93.27,,0,0,46,12,No,Good,Low,6844,GSBZFM1,-0.007063464
GAVN0T1,QLD,566,10000,294.05,,0,0,25,6,No,Good,Low,6845,GAVNCM1,-0.007078206
FOFD0T1,WA,567,9997,319.06,,0,0,22,7,No,Good,Low,6846,FOFDCM1,-0.007079273
LQ1A0T1,QLD,577,9990,472.76,,0,0,19,4,No,Good,Low,6847,EJLYCM1,-0.007082298
EIMX0T1,QLD,566,10000,509.42,,0,0,33,9,No,Good,Low,6848,EIMXCM1,-0.007090543
ADGD0X2,NSW,548,990,124.34,,0,0,19,5,No,Good,Low,6849,ADGDBBA,-0.007090631
BCHP0T1,SA,563,257,251.2,,51,12,84,15,Yes,Moderate,Low,6850,BCHPEM1,-0.007094042
LAYO0T1,VIC,564,10000,177.9,,0,0,29,8,No,Good,Low,6851,LAYOCM1,-0.007096847
MPFO0T1,NSW,564,9990,155.71,,0,0,19,3,No,Good,Low,6852,MPFOCM1,-0.007099429
STXD0X1,VIC,556,81,33.24,,0,0,16,6,No,Moderate,Low,6853,STXDFM0,-0.007109923
CK4N0T2,QLD,566,10000,385.94,,0,0,22,4,No,Good,Low,6854,CIDDCM1,-0.007115206
RZ1P0T1,NSW,564,9990,422.43,,0,0,26,7,No,Good,Low,6855,GLVDCM2,-0.007118122
WDQG0X1,NSW,554,39,38.63,,36,12,40,12,No,Moderate,Low,6856,WDQGFM1,-0.007118334
KEAG0X1,NSW,552,123,57.76,,0,0,23,5,No,Good,Low,6857,KEAGFM1,-0.007119545
NJ2K0T1,NSW,564,9990,234.91,,0,0,24,7,No,Good,Low,6858,CNWRCM1,-0.007121031
LBTU0X1,VIC,553,1000,119.22,,0,0,22,5,No,Good,Low,6859,LBTUEC1,-0.007121915
KNDD0X1,WA,530,1000,10.96,,0,0,25,8,Yes,Good,Low,6860,KNDDEM1,-0.00712311
POEM0X1,SA,555,77,43.11,,0,0,29,7,Yes,Moderate,Low,6861,POEMFM0,-0.007126558
AOEM0T1,WA,567,10000,396.14,,0,0,17,6,No,Good,Low,6862,AOEMCM1,-0.007133471
DUHU0X1,WA,552,990,24.55,,0,0,18,4,No,Good,Low,6863,DUHUEB1,-0.007136684
RYIN0X1,SA,531,1000,143.69,,0,0,17,5,No,Good,Low,6864,RYINABA,-0.007137034
NMWD0T1,VIC,576,10000,151.68,,0,0,23,6,No,Good,Low,6865,NMWDCM1,-0.007139917
ORTR0T1,NSW,564,9997,354.73,,0,0,24,7,No,Good,Low,6866,ORTRCM1,-0.007140795
KNCN0T1,NSW,564,165,50.72,,0,0,32,8,No,Poor,Low,6867,KNCNFM0,-0.007141783
FDNA0T1,WA,567,9990,238.85,,0,0,23,7,No,Moderate,Low,6868,FDNACM1,-0.007143343
MHZO0X1,VIC,555,81,68.56,,0,0,19,5,No,Moderate,Low,6869,MHZOFM1,-0.007145798
WSHO0T1,QLD,566,77,18.98,,0,0,12,2,No,Poor,Low,6870,WSHOFM0,-0.007152671
REBXDD0001,QLD,567,26,22.07,,0,0,103,20,No,Good,Low,6871,BXDDFM1,-0.007152841
MQEL0T1,QLD,566,257,28.44,,0,0,21,5,No,Good,Low,6872,MQELFM2,-0.007155338
ASBT0T1,NSW,564,500,283.54,,0,0,22,5,No,Good,Low,6873,ASBTCM1,-0.007157046
HOFD0X1,VIC,540,123,119.87,,32,11,63,15,Yes,Good,Low,6874,HOFDEM1,-0.007161065
CQ5N0T1,NSW,564,9990,725.46,,0,0,28,8,No,Good,Low,6875,MUHGCM1,-0.007162144
BZ1F0T1,QLD,566,9990,669.86,,0,0,28,9,Yes,Good,Low,6876,BHTEXM2,-0.007165068
WUEY0X1,WA,531,39,38.64,,72,16,81,16,No,Moderate,Low,6877,WUEYFU0,-0.007172215
CWXD0X1,VIC,556,81,35.8,,0,0,26,8,No,Good,Low,6878,CWXDFM0,-0.007175308
DRTD0T1,WA,567,9997,182.34,,0,0,23,6,No,Good,Low,6879,DRTDCM1,-0.007183142
TEMB0T1,NSW,564,10000,368.53,,0,0,17,6,Yes,Moderate,Low,6880,TEMBCM1,-0.007188769
SHDB0T1,NSW,564,9997,317.56,,0,0,23,6,No,Good,Low,6881,SHDBCM1,-0.007194617
BVYN0T1,NSW,564,257,13.66,,0,0,23,6,No,Poor,Low,6882,BVYNFM1,-0.007196969
WRIW0X1,NSW,552,123,52.14,,0,0,28,8,No,Moderate,Low,6883,WRIWFM0,-0.007213941
SNBY0X1,SA,554,123,69.13,,0,0,23,7,No,Moderate,Low,6884,SNBYFM2,-0.007218739
CGKK0X1,VIC,553,39,32.14,,11,2,14,2,No,Poor,Low,6885,CGKKFM0,-0.007221363
JOCY0T1,NT,532,10000,338.3,,0,0,21,7,No,Good,Low,6886,JOCYXM1,-0.007225823
RZ1A0T1,NSW,564,9990,1042.12,,0,0,33,10,No,Good,Low,6887,DUDGCM1,-0.007231516
TWYD0X1,NSW,553,1000,229.48,,0,0,19,6,No,Good,Low,6888,TWYDEM1,-0.007235535
TAIL0T1,SA,574,500,198.37,,0,0,29,5,Yes,Moderate,Low,6889,TAILCM1,-0.007240752
VPHT0X1,VIC,554,1000,19.18,,0,0,14,4,No,Good,Low,6890,VPHTEBA,-0.007243879
AY1A0T1,NSW,564,9997,1023.33,,0,0,26,8,No,Good,Low,6891,AYGMCM1,-0.007253731
WHCS0X1,NSW,554,990,88.77,,0,0,22,6,No,Good,Low,6892,WHCSEM2,-0.007256337
STUN0T1,SA,565,10000,234.81,,0,0,20,6,No,Good,Low,6893,STUNCM1,-0.007265907
SPYP0T1,SA,565,9990,187.28,,0,0,20,5,No,Good,Low,6894,SPYPCM1,-0.007280687
EAKJ0X1,NSW,549,123,118.83,,22,5,39,9,No,Good,Low,6895,EAKJEM1,-0.007280727
AMKR0T1,QLD,566,81,78.78,,25,5,36,7,No,Moderate,Low,6896,AMKRFM0,-0.007282626
FERD0T1,WA,567,10000,366.55,,0,0,18,7,No,Good,Low,6897,FERDCM1,-0.007293153
BYPN0X1,QLD,550,1000,179.09,,0,0,25,7,No,Good,Low,6898,BYPNEM1,-0.007302092
CTVJBX1,NSW,537,1000,25.02,,0,0,23,8,No,Moderate,Low,6899,CXJIFU0,-0.007308791
CALW0X1,QLD,549,990,106.26,,0,0,21,5,No,Good,Low,6900,DIEIFU0,-0.007318404
CDBD0T1,VIC,564,9990,299.38,,0,0,21,5,No,Good,Low,6901,CDBDCM1,-0.007319168
NV1Q0T1,NSW,564,9990,554.08,,0,0,22,6,No,Good,Low,6902,ENFOCM1,-0.007320001
WKKN0X1,QLD,571,1000,60.87,,0,0,20,4,No,Good,Low,6903,EXNWEBA,-0.007323615
RWDD0T1,VIC,564,9997,283.49,,0,0,27,7,No,Good,Low,6904,EAVZCBA,-0.007336298
RZ1A0T2,NSW,564,9990,1194.95,,0,0,26,5,No,Moderate,Low,6905,HUHDCM1,-0.007344522
WIBD0T1,VIC,564,10000,956.66,,0,0,36,10,No,Good,Low,6906,WIBDCM1,-0.007347982
TODI0T1,NSW,564,9990,326.1,,0,0,22,7,Yes,Good,Low,6907,TODICM1,-0.007348504
TX1S0T1,VIC,564,9990,830.08,,0,0,33,8,No,Good,Low,6908,BLZDCM1,-0.00735034
GH4Q0T2,VIC,564,10000,466.34,,0,0,18,4,No,Good,Low,6909,DNXDCM1,-0.007356049
CGCD0T1,NSW,564,10000,292.76,,0,0,27,9,No,Good,Low,6910,CGCDCM1,-0.007357208
RWIP0T1,VIC,564,10000,117.73,,0,0,16,5,No,Good,Low,6911,RWIPCM1,-0.00736454
PYDS0T1,SA,565,9990,101.86,,0,0,18,5,No,Moderate,Low,6912,PYDSCM1,-0.007376101
ALTQ0X1,NSW,548,77,60.38,,0,0,27,8,Yes,Poor,Low,6913,ALTQFM1,-0.007380744
CRRHBX1,NSW,536,1000,37.04,,0,0,12,4,No,Poor,Low,6914,GEJHFU0,-0.007383066
MYCE0X1,QLD,546,1000,70.06,,0,0,28,6,No,Good,Low,6915,MYCEEBA,-0.007385721
BDSR0T1,QLD,566,10000,340.57,,0,0,20,4,No,Good,Low,6916,BDSRCM1,-0.007385818
CRKG0T1,NSW,564,10000,109.8,,0,0,18,3,No,Moderate,Low,6917,CRKGCM1,-0.007387551
KPBD0T1,VIC,564,9990,268.09,,0,0,16,3,No,Good,Low,6918,KPBDCM1,-0.007389242
HAGS0T1,SA,575,9990,205.46,,0,0,19,4,No,Good,Low,6919,HAGSCM2,-0.007391277
WDBT0T1,NSW,564,9990,1427.73,,0,0,26,8,No,Good,Low,6920,WDBTCM1,-0.007392663
MTKN0X1,QLD,529,123,122.04,,77,19,88,22,Yes,Good,Low,6921,MTKNFM1,-0.007401554
NY1K0T1,VIC,564,9990,1022.12,,0,0,43,14,Yes,Good,Low,6922,LRBKCM1,-0.007403061
BPCG0T1,NSW,564,257,207.25,,0,0,25,8,Yes,Good,Low,6923,BPCGEM1,-0.007404543
TBYZ0T1,VIC,510,9990,281.73,,0,0,31,11,No,Good,Low,6924,TBYZCM1,-0.007404844
JACY0T1,SA,565,81,39.7,,0,0,16,6,No,Good,Low,6925,JACYFM1,-0.007406754
MLWD0T1,VIC,564,9997,217.68,,0,0,19,6,Yes,Good,Low,6926,MLWDCM1,-0.007409032
GUFX0X1,VIC,557,81,57.26,,0,0,18,6,No,Moderate,Low,6927,GUFXFM1,-0.007419151
IIIE0X1,QLD,529,1000,62.79,,0,0,18,4,No,Good,Low,6928,IIIEEBA,-0.007420087
